zip,lat,lng,city,state_name
37745,36.27443,-82.82388,Greeneville,Tennessee
37748,35.94879,-84.5134,Harriman,Tennessee
37752,36.56934,-83.53979,Harrogate,Tennessee
37753,35.82308,-83.10035,Hartford,Tennessee
37754,36.13113,-84.03295,Heiskell,Tennessee
37755,36.41295,-84.52724,Helenwood,Tennessee
37756,36.30459,-84.41983,Huntsville,Tennessee
37757,36.30165,-84.14314,Jacksboro,Tennessee
37760,36.11059,-83.46447,Jefferson City,Tennessee
37762,36.57706,-84.12601,Jellico,Tennessee
37763,35.82252,-84.49248,Kingston,Tennessee
37764,35.97093,-83.61716,Kodak,Tennessee
37765,36.5719,-83.06489,Kyles Ford,Tennessee
37766,36.398,-84.08638,La Follette,Tennessee
37769,36.21841,-84.15332,Rocky Top,Tennessee
37770,36.15335,-84.66307,Lancing,Tennessee
37771,35.83931,-84.31656,Lenoir City,Tennessee
37772,35.78825,-84.21877,Lenoir City,Tennessee
37774,35.73039,-84.35409,Loudon,Tennessee
37777,35.82711,-84.05209,Louisville,Tennessee
37779,36.21512,-83.75606,Luttrell,Tennessee
37801,35.66815,-84.08767,Maryville,Tennessee
37803,35.66055,-83.9847,Maryville,Tennessee
37804,35.79207,-83.89311,Maryville,Tennessee
37806,36.08384,-83.72846,Mascot,Tennessee
37807,36.26003,-83.82805,Maynardville,Tennessee
37809,36.15417,-83.03483,Midway,Tennessee
37810,36.18021,-83.10307,Mohawk,Tennessee
37811,36.35524,-83.21486,Mooresburg,Tennessee
37813,36.17601,-83.26504,Morristown,Tennessee
37814,36.23562,-83.33154,Morristown,Tennessee
37818,36.18915,-82.96872,Mosheim,Tennessee
37819,36.55428,-84.21197,Newcomb,Tennessee
37820,36.08527,-83.56634,New Market,Tennessee
37821,35.97621,-83.19483,Newport,Tennessee
37825,36.41244,-83.69155,New Tazewell,Tennessee
37826,35.55828,-84.58969,Niota,Tennessee
37828,36.19797,-84.06905,Norris,Tennessee
37829,36.00388,-84.63241,Oakdale,Tennessee
37830,35.96501,-84.2912,Oak Ridge,Tennessee
37840,36.05933,-84.37547,Oliver Springs,Tennessee
37841,36.51838,-84.57833,Oneida,Tennessee
37843,36.00787,-83.05135,Parrottsville,Tennessee
37845,36.09342,-84.43954,Petros,Tennessee
37846,35.68052,-84.48497,Philadelphia,Tennessee
37847,36.4342,-84.27892,Pioneer,Tennessee
37848,36.23572,-83.6801,Powder Springs,Tennessee
37849,36.0585,-84.04316,Powell,Tennessee
37851,36.58232,-83.90613,Pruden,Tennessee
37852,36.32643,-84.58393,Robbins,Tennessee
37853,35.83629,-83.91275,Rockford,Tennessee
37854,35.87866,-84.71717,Rockwood,Tennessee
37857,36.42008,-82.94222,Rogersville,Tennessee
37860,36.25305,-83.18253,Russellville,Tennessee
37861,36.24648,-83.51232,Rutledge,Tennessee
37862,35.77804,-83.6125,Sevierville,Tennessee
37863,35.78596,-83.56217,Pigeon Forge,Tennessee
37865,35.84937,-83.74096,Seymour,Tennessee
37866,36.34645,-83.85615,Sharps Chapel,Tennessee
37869,36.51846,-83.24129,Sneedville,Tennessee
37870,36.46339,-83.83521,Speedwell,Tennessee
37871,36.04934,-83.67883,Strawberry Plains,Tennessee
37872,36.26951,-84.64952,Sunbright,Tennessee
37873,36.52582,-82.84799,Surgoinsville,Tennessee
37874,35.5981,-84.45768,Sweetwater,Tennessee
37876,35.86585,-83.47937,Sevierville,Tennessee
37877,36.15098,-83.40305,Talbott,Tennessee
37878,35.6212,-83.90322,Tallassee,Tennessee
37879,36.47713,-83.49524,Tazewell,Tennessee
37880,35.69985,-84.66839,Ten Mile,Tennessee
37881,36.40095,-83.34147,Thorn Hill,Tennessee
37882,35.60488,-83.80992,Townsend,Tennessee
37885,35.48817,-84.12121,Vonore,Tennessee
37886,35.74557,-83.80472,Walland,Tennessee
37887,36.09667,-84.58472,Wartburg,Tennessee
37888,36.31023,-83.61133,Washburn,Tennessee
37890,36.08151,-83.29334,White Pine,Tennessee
37891,36.29001,-83.13771,Whitesburg,Tennessee
37892,36.55319,-84.3717,Winfield,Tennessee
37902,35.96375,-83.92024,Knoxville,Tennessee
37909,35.94757,-84.02138,Knoxville,Tennessee
37912,36.00751,-83.98483,Knoxville,Tennessee
37914,35.9796,-83.7992,Knoxville,Tennessee
37915,35.97051,-83.89997,Knoxville,Tennessee
37916,35.95319,-83.93348,Knoxville,Tennessee
37917,36.00121,-83.91371,Knoxville,Tennessee
37918,36.06085,-83.9094,Knoxville,Tennessee
37919,35.91432,-84.00109,Knoxville,Tennessee
37920,35.91071,-83.8593,Knoxville,Tennessee
37921,35.9793,-84.00293,Knoxville,Tennessee
37922,35.86152,-84.1003,Knoxville,Tennessee
37923,35.92609,-84.08019,Knoxville,Tennessee
37924,36.03579,-83.80247,Knoxville,Tennessee
37931,35.97601,-84.12517,Knoxville,Tennessee
37932,35.92251,-84.19588,Knoxville,Tennessee
37934,35.87287,-84.17913,Farragut,Tennessee
37938,36.12392,-83.9386,Knoxville,Tennessee
38001,35.81094,-89.15658,Alamo,Tennessee
38002,35.28694,-89.70841,Arlington,Tennessee
38004,35.41885,-89.76738,Atoka,Tennessee
38006,35.69491,-89.09726,Bells,Tennessee
38007,36.15949,-89.42706,Bogota,Tennessee
38008,35.24682,-88.99497,Bolivar,Tennessee
38011,35.46697,-89.70722,Brighton,Tennessee
38012,35.60824,-89.27013,Brownsville,Tennessee
38015,35.55868,-89.82317,Burlison,Tennessee
38016,35.17981,-89.75885,Cordova,Tennessee
38017,35.06749,-89.65066,Collierville,Tennessee
38018,35.13812,-89.76591,Cordova,Tennessee
38019,35.56347,-89.63018,Covington,Tennessee
38021,35.8758,-89.16478,Crockett Mills,Tennessee
38023,35.47979,-89.9449,Drummonds,Tennessee
38024,36.03642,-89.38077,Dyersburg,Tennessee
38028,35.1831,-89.63486,Eads,Tennessee
38029,35.23874,-89.82189,Ellendale,Tennessee
38030,36.01192,-89.5913,Finley,Tennessee
38034,35.90976,-89.23443,Friendship,Tennessee
38036,35.3202,-89.62583,Gallaway,Tennessee
38037,35.79606,-89.39376,Gates,Tennessee
38039,35.05811,-89.18216,Grand Junction,Tennessee
38040,35.88517,-89.43397,Halls,Tennessee
38041,35.64372,-89.70458,Henning,Tennessee
38042,35.1474,-89.13854,Hickory Valley,Tennessee
38044,35.20535,-88.80319,Hornsby,Tennessee
38046,35.06988,-89.24795,La Grange,Tennessee
38047,36.09055,-89.50346,Lenox,Tennessee
38049,35.39033,-89.54863,Mason,Tennessee
38050,35.82965,-89.23309,Maury City,Tennessee
38052,35.08626,-88.91098,Middleton,Tennessee
38053,35.34422,-89.95337,Millington,Tennessee
38054,35.33636,-89.87356,Millington,Tennessee
38057,35.05337,-89.36723,Moscow,Tennessee
38058,35.45893,-89.81969,Munford,Tennessee
38059,36.11111,-89.24522,Newbern,Tennessee
38060,35.2091,-89.50332,Oakland,Tennessee
38061,35.06497,-88.76755,Pocahontas,Tennessee
38063,35.75577,-89.63995,Ripley,Tennessee
38066,35.07481,-89.5323,Rossville,Tennessee
38067,35.09287,-89.04266,Saulsbury,Tennessee
38068,35.26683,-89.33586,Somerville,Tennessee
38069,35.46389,-89.36435,Stanton,Tennessee
38070,35.94354,-89.23696,Tigrett,Tennessee
38075,35.36842,-89.15179,Whiteville,Tennessee
38076,35.13551,-89.43809,Williston,Tennessee
38077,36.32806,-89.47443,Wynnburg,Tennessee
38079,36.4302,-89.46291,Tiptonville,Tennessee
38080,36.20975,-89.52714,Ridgely,Tennessee
38103,35.15316,-90.05544,Memphis,Tennessee
38104,35.13258,-90.00372,Memphis,Tennessee
38105,35.15122,-90.0351,Memphis,Tennessee
38106,35.10145,-90.09696,Memphis,Tennessee
38107,35.17016,-90.02371,Memphis,Tennessee
38108,35.17607,-89.96973,Memphis,Tennessee
38109,35.03394,-90.14947,Memphis,Tennessee
38111,35.11017,-89.94413,Memphis,Tennessee
38112,35.14785,-89.97668,Memphis,Tennessee
38114,35.09651,-89.98588,Memphis,Tennessee
38115,35.05496,-89.86356,Memphis,Tennessee
38116,35.03331,-90.01092,Memphis,Tennessee
38117,35.11522,-89.90533,Memphis,Tennessee
38118,35.03584,-89.93153,Memphis,Tennessee
38119,35.07978,-89.84589,Memphis,Tennessee
38120,35.12352,-89.85219,Memphis,Tennessee
38122,35.15895,-89.92127,Memphis,Tennessee
38125,35.02586,-89.78866,Memphis,Tennessee
38126,35.127,-90.04365,Memphis,Tennessee
38127,35.23765,-90.01756,Memphis,Tennessee
38128,35.22612,-89.92618,Memphis,Tennessee
38131,35.06631,-89.99205,Memphis,Tennessee
38132,35.07131,-90.00136,Memphis,Tennessee
38133,35.21293,-89.79427,Memphis,Tennessee
38134,35.17696,-89.85992,Memphis,Tennessee
38135,35.23818,-89.84937,Memphis,Tennessee
38138,35.08482,-89.79929,Germantown,Tennessee
38139,35.08549,-89.75537,Germantown,Tennessee
38141,35.01598,-89.85474,Memphis,Tennessee
38152,35.12278,-89.93396,Memphis,Tennessee
38201,36.12284,-88.52912,Mc Kenzie,Tennessee
38220,35.98794,-88.67059,Atwood,Tennessee
38221,36.24504,-88.03583,Big Sandy,Tennessee
38222,36.44512,-88.16463,Buchanan,Tennessee
38224,36.39139,-88.48608,Cottage Grove,Tennessee
38225,36.32089,-88.67903,Dresden,Tennessee
38226,36.48133,-88.68237,Dukedom,Tennessee
38229,36.21998,-88.60838,Gleason,Tennessee
38230,36.15611,-88.77123,Greenfield,Tennessee
38231,36.21176,-88.42521,Henry,Tennessee
38232,36.34942,-89.32268,Hornbeak,Tennessee
38233,36.20283,-89.04851,Kenton,Tennessee
38235,35.98929,-88.56402,Mc Lemoresville,Tennessee
38236,36.17195,-88.27246,Mansfield,Tennessee
38237,36.35951,-88.83433,Martin,Tennessee
38240,36.25131,-89.31929,Obion,Tennessee
38241,36.42572,-88.58489,Palmersville,Tennessee
38242,36.30373,-88.32803,Paris,Tennessee
38251,36.44525,-88.35592,Puryear,Tennessee
38253,36.29684,-89.05191,Rives,Tennessee
38254,36.37498,-89.34737,Samburg,Tennessee
38255,36.23861,-88.86379,Sharon,Tennessee
38256,36.30637,-88.1304,Springville,Tennessee
38257,36.46034,-88.8741,South Fulton,Tennessee
38258,36.02598,-88.61744,Trezevant,Tennessee
38259,36.20019,-89.18379,Trimble,Tennessee
38260,36.36546,-89.21065,Troy,Tennessee
38261,36.43235,-89.11642,Union City,Tennessee
38301,35.58601,-88.85286,Jackson,Tennessee
38305,35.70199,-88.76793,Jackson,Tennessee
38310,35.25849,-88.39883,Adamsville,Tennessee
38311,35.4364,-88.10557,Bath Springs,Tennessee
38313,35.60026,-88.62504,Beech Bluff,Tennessee
38315,35.26726,-88.62638,Bethel Springs,Tennessee
38316,36.06855,-88.81485,Bradford,Tennessee
38317,36.05455,-88.27452,Bruceton,Tennessee
38318,35.95571,-88.26285,Buena Vista,Tennessee
38320,36.05142,-88.11364,Camden,Tennessee
38321,35.83715,-88.52987,Cedar Grove,Tennessee
38326,35.05788,-88.28787,Counce,Tennessee
38327,35.22119,-88.29917,Crump,Tennessee
38328,35.67783,-88.21651,Darden,Tennessee
38329,35.54407,-88.11059,Decaturville,Tennessee
38330,36.06702,-89.03658,Dyer,Tennessee
38332,35.41912,-88.42645,Enville,Tennessee
38333,36.12376,-87.96956,Eva,Tennessee
38334,35.35445,-88.58754,Finger,Tennessee
38337,35.78532,-89.01404,Gadsden,Tennessee
38339,35.0524,-88.51503,Guys,Tennessee
38340,35.39985,-88.68049,Henderson,Tennessee
38341,35.8798,-88.09095,Holladay,Tennessee
38342,36.10499,-88.28378,Hollow Rock,Tennessee
38343,35.82686,-88.92626,Humboldt,Tennessee
38344,35.97829,-88.42847,Huntingdon,Tennessee
38345,35.5936,-88.51256,Huron,Tennessee
38347,35.47776,-88.49862,Jacks Creek,Tennessee
38348,35.8685,-88.65384,Lavinia,Tennessee
38351,35.66541,-88.40308,Lexington,Tennessee
38352,35.53163,-88.53216,Luray,Tennessee
38355,35.78694,-88.76756,Medina,Tennessee
38356,35.43449,-88.89534,Medon,Tennessee
38357,35.04583,-88.41546,Michie,Tennessee
38358,35.91669,-88.75931,Milan,Tennessee
38359,35.36983,-88.35135,Milledgeville,Tennessee
38361,35.3176,-88.28499,Morris Chapel,Tennessee
38362,35.72906,-88.78292,Oakfield,Tennessee
38363,35.6853,-88.11312,Parsons,Tennessee
38365,35.05365,-88.23579,Pickwick Dam,Tennessee
38366,35.47611,-88.74604,Pinson,Tennessee
38367,35.05297,-88.62789,Ramer,Tennessee
38368,35.50486,-88.35341,Reagan,Tennessee
38369,36.13228,-88.9612,Rutherford,Tennessee
38370,35.38412,-88.24395,Saltillo,Tennessee
38371,35.42296,-88.29819,Sardis,Tennessee
38372,35.16952,-88.14368,Savannah,Tennessee
38374,35.51578,-88.23483,Scotts Hill,Tennessee
38375,35.15768,-88.58931,Selmer,Tennessee
38376,35.10335,-88.37188,Shiloh,Tennessee
38379,35.16424,-88.43376,Stantonville,Tennessee
38380,35.796,-88.03259,Sugar Tree,Tennessee
38381,35.35711,-88.9662,Toone,Tennessee
38382,35.96724,-88.9928,Trenton,Tennessee
38387,35.86744,-88.2775,Westport,Tennessee
38388,35.7813,-88.32128,Wildersville,Tennessee
38390,35.84051,-88.37231,Yuma,Tennessee
38391,35.55104,-88.99404,Denmark,Tennessee
38392,35.46457,-89.03333,Mercer,Tennessee
38401,35.62902,-87.02062,Columbia,Tennessee
38425,35.40586,-87.94814,Clifton,Tennessee
38449,35.0482,-86.82587,Ardmore,Tennessee
38450,35.18437,-87.79174,Collinwood,Tennessee
38451,35.46631,-86.9918,Culleoka,Tennessee
38452,35.08042,-87.79628,Cypress Inn,Tennessee
38453,35.12139,-86.81207,Dellrose,Tennessee
38454,35.72318,-87.35211,Duck River,Tennessee
38455,35.04881,-86.88652,Elkton,Tennessee
38456,35.33546,-87.26637,Ethridge,Tennessee
38457,35.02937,-87.28447,Five Points,Tennessee
38459,35.1943,-86.80544,Frankewing,Tennessee
38460,35.08865,-87.15322,Goodspring,Tennessee
38461,35.59299,-87.34196,Hampshire,Tennessee
38462,35.5311,-87.55161,Hohenwald,Tennessee
38463,35.06826,-87.64451,Iron City,Tennessee
38464,35.2867,-87.42956,Lawrenceburg,Tennessee
38468,35.13101,-87.29382,Leoma,Tennessee
38469,35.07179,-87.42726,Loretto,Tennessee
38471,35.07432,-87.92138,Lutts,Tennessee
38472,35.37758,-87.03859,Lynnville,Tennessee
38473,35.0277,-87.17113,Minor Hill,Tennessee
38474,35.51684,-87.22652,Mount Pleasant,Tennessee
38475,35.25348,-88.01611,Olivehill,Tennessee
38476,35.84119,-87.21374,Primm Springs,Tennessee
38477,35.05244,-87.00391,Prospect,Tennessee
38478,35.21489,-87.01128,Pulaski,Tennessee
38481,35.03138,-87.49239,Saint Joseph,Tennessee
38482,35.7689,-87.14527,Santa Fe,Tennessee
38483,35.43768,-87.33955,Summertown,Tennessee
38485,35.33676,-87.77362,Waynesboro,Tennessee
38486,35.17056,-87.5451,Westpoint,Tennessee
38487,35.72195,-87.23475,Williamsport,Tennessee
38488,35.04059,-86.68473,Taft,Tennessee
38501,36.22819,-85.53847,Cookeville,Tennessee
38504,36.39559,-84.72439,Allardt,Tennessee
38505,36.17514,-85.5051,Cookeville,Tennessee
38506,36.18189,-85.44079,Cookeville,Tennessee
38541,36.52956,-85.33738,Allons,Tennessee
38542,36.31716,-85.20228,Allred,Tennessee
38543,36.37242,-85.16624,Alpine,Tennessee
38544,36.11987,-85.66489,Baxter,Tennessee
38545,36.23209,-85.66285,Bloomington Springs,Tennessee
38547,36.15169,-86.0084,Brush Creek,Tennessee
38548,36.17047,-85.79151,Buffalo Valley,Tennessee
38549,36.56081,-85.1516,Byrdstown,Tennessee
38551,36.55796,-85.48547,Celina,Tennessee
38552,36.22039,-85.81002,Chestnut Mound,Tennessee
38553,36.20186,-85.00633,Clarkrange,Tennessee
38554,36.2495,-85.16166,Crawford,Tennessee
38555,35.88934,-84.98068,Crossville,Tennessee
38556,36.40939,-84.92373,Jamestown,Tennessee
38558,36.00774,-84.87192,Crossville,Tennessee
38559,35.80753,-85.50623,Doyle,Tennessee
38560,36.23317,-85.87015,Elmwood,Tennessee
38562,36.35438,-85.65774,Gainesboro,Tennessee
38563,36.20009,-86.02205,Gordonsville,Tennessee
38564,36.27566,-85.7481,Granville,Tennessee
38565,36.26275,-85.0095,Grimsley,Tennessee
38567,36.13572,-85.9163,Hickman,Tennessee
38568,36.4313,-85.46821,Hilham,Tennessee
38569,36.09835,-85.85544,Lancaster,Tennessee
38570,36.37413,-85.32084,Livingston,Tennessee
38571,36.05276,-85.0138,Crossville,Tennessee
38572,35.84873,-85.13078,Crossville,Tennessee
38573,36.48912,-85.21848,Monroe,Tennessee
38574,36.13736,-85.23317,Monterey,Tennessee
38575,36.55959,-85.63683,Moss,Tennessee
38577,36.56493,-84.96504,Pall Mall,Tennessee
38578,35.98123,-85.19828,Pleasant Hill,Tennessee
38579,35.83032,-85.55189,Quebeck,Tennessee
38580,36.27813,-85.29195,Rickman,Tennessee
38581,35.7388,-85.61893,Rock Island,Tennessee
38582,36.09389,-85.75424,Silver Point,Tennessee
38583,35.94324,-85.43928,Sparta,Tennessee
38585,35.69355,-85.42668,Spencer,Tennessee
38587,35.86946,-85.61685,Walling,Tennessee
38588,36.45832,-85.72125,Whitleyville,Tennessee
38589,36.2856,-85.07714,Wilder,Tennessee
38601,34.48202,-89.43966,Abbeville,Mississippi
38603,34.83463,-89.14271,Ashland,Mississippi
38606,34.30466,-89.95596,Batesville,Mississippi
38610,34.65293,-89.02614,Blue Mountain,Mississippi
38611,34.8533,-89.67161,Byhalia,Mississippi
38614,34.15577,-90.60406,Clarksdale,Mississippi
38617,34.34947,-90.52248,Coahoma,Mississippi
38618,34.70124,-89.93036,Coldwater,Mississippi
38619,34.51446,-89.84236,Como,Mississippi
38620,34.22738,-89.90596,Courtland,Mississippi
38621,34.44908,-90.17015,Crenshaw,Mississippi
38622,34.1719,-90.1385,Crowder,Mississippi
38623,34.36164,-90.28052,Darling,Mississippi
38625,34.60922,-88.82567,Dumas,Mississippi
38626,34.51371,-90.41772,Dundee,Mississippi
38627,34.42428,-89.22367,Etta,Mississippi
38629,34.87498,-89.00094,Falkner,Mississippi
38630,34.27882,-90.68558,Farrell,Mississippi
38631,34.3639,-90.61966,Friars Point,Mississippi
38632,34.80034,-90.00765,Hernando,Mississippi
38633,34.64142,-89.19457,Hickory Flat,Mississippi
38635,34.76801,-89.48173,Holly Springs,Mississippi
38637,34.95149,-90.05014,Horn Lake,Mississippi
38639,34.30309,-90.43193,Jonestown,Mississippi
38641,34.91466,-90.18939,Lake Cormorant,Mississippi
38642,34.9173,-89.32984,Lamar,Mississippi
38643,34.15156,-90.2663,Lambert,Mississippi
38644,34.46085,-90.49357,Lula,Mississippi
38645,34.24562,-90.47865,Lyon,Mississippi
38646,34.28106,-90.29651,Marks,Mississippi
38647,34.96079,-89.22683,Michigan City,Mississippi
38650,34.52584,-89.14144,Myrtle,Mississippi
38651,34.89149,-90.0042,Nesbit,Mississippi
38652,34.48346,-88.99686,New Albany,Mississippi
38654,34.93517,-89.82292,Olive Branch,Mississippi
38655,34.33305,-89.47578,Oxford,Mississippi
38658,34.19157,-89.90861,Pope,Mississippi
38659,34.62212,-89.31939,Potts Camp,Mississippi
38661,34.89616,-89.55975,Red Banks,Mississippi
38663,34.73986,-88.88963,Ripley,Mississippi
38664,34.80956,-90.32712,Robinsonville,Mississippi
38665,34.591,-90.16196,Sarah,Mississippi
38666,34.42656,-89.91679,Sardis,Mississippi
38668,34.60128,-89.91621,Senatobia,Mississippi
38670,34.41563,-90.2915,Sledge,Mississippi
38671,34.96563,-89.99967,Southaven,Mississippi
38672,34.93779,-89.94857,Southaven,Mississippi
38673,34.29989,-89.61558,Taylor,Mississippi
38674,34.87435,-88.89617,Tiplersville,Mississippi
38676,34.66771,-90.38525,Tunica,Mississippi
38677,34.36542,-89.53718,University,Mississippi
38680,34.95273,-90.1441,Walls,Mississippi
38683,34.93753,-88.87022,Walnut,Mississippi
38685,34.59956,-89.48794,Waterford,Mississippi
38701,33.30989,-91.04385,Greenville,Mississippi
38702,33.5361,-91.1795,Greenville,Mississippi
38703,33.4807,-91.05896,Greenville,Mississippi
38704,33.00716,-91.02129,Greenville,Mississippi
38720,34.12396,-90.78523,Alligator,Mississippi
38721,32.98404,-90.7504,Anguilla,Mississippi
38722,33.25903,-90.8861,Arcola,Mississippi
38723,33.22967,-91.03838,Avon,Mississippi
38725,33.65083,-91.02695,Benoit,Mississippi
38726,33.74813,-90.98345,Beulah,Mississippi
38730,33.68906,-90.78383,Boyle,Mississippi
38731,33.07509,-91.04831,Chatham,Mississippi
38732,33.75623,-90.7275,Cleveland,Mississippi
38736,33.64538,-90.53816,Doddsville,Mississippi
38737,33.86996,-90.5124,Drew,Mississippi
38738,33.93902,-90.53115,Parchman,Mississippi
38740,34.05557,-90.79887,Duncan,Mississippi
38744,33.01575,-91.03534,Glen Allan,Mississippi
38745,32.97748,-90.9829,Grace,Mississippi
38746,33.96511,-90.90917,Gunnison,Mississippi
38748,33.14907,-90.90406,Hollandale,Mississippi
38749,33.44734,-90.75238,Indianola,Mississippi
38751,33.4489,-90.67959,Indianola,Mississippi
38753,33.34751,-90.57877,Inverness,Mississippi
38754,33.24853,-90.62238,Isola,Mississippi
38756,33.39147,-90.85617,Leland,Mississippi
38759,33.82315,-90.73133,Merigold,Mississippi
38760,33.45803,-90.98916,Metcalfe,Mississippi
38761,33.43204,-90.48489,Moorhead,Mississippi
38762,33.88792,-90.71629,Mound Bayou,Mississippi
38764,33.79003,-90.86292,Pace,Mississippi
38765,33.06911,-90.87459,Panther Burn,Mississippi
38767,34.14049,-90.78472,Rena Lara,Mississippi
38768,33.96973,-90.48724,Rome,Mississippi
38769,33.86509,-90.98233,Rosedale,Mississippi
38771,33.73799,-90.52927,Ruleville,Mississippi
38772,33.56048,-91.05149,Scott,Mississippi
38773,33.60625,-90.77861,Shaw,Mississippi
38774,33.96311,-90.76275,Shelby,Mississippi
38778,33.54826,-90.52479,Sunflower,Mississippi
38781,33.90855,-90.75661,Winstonville,Mississippi
38801,34.2213,-88.77302,Tupelo,Mississippi
38804,34.2823,-88.67149,Tupelo,Mississippi
38821,33.97596,-88.43758,Amory,Mississippi
38824,34.52038,-88.64307,Baldwyn,Mississippi
38826,34.30573,-88.84611,Belden,Mississippi
38827,34.53264,-88.20046,Belmont,Mississippi
38828,34.42966,-88.86399,Blue Springs,Mississippi
38829,34.65198,-88.53079,Booneville,Mississippi
38833,34.83787,-88.33923,Burnsville,Mississippi
38834,34.91545,-88.5635,Corinth,Mississippi
38838,34.54758,-88.26043,Dennis,Mississippi
38841,34.35126,-89.01665,Ecru,Mississippi
38843,34.26496,-88.37564,Fulton,Mississippi
38844,33.83859,-88.25533,Gattman,Mississippi
38846,34.85078,-88.39396,Glen,Mississippi
38847,34.4109,-88.2422,Golden,Mississippi
38848,33.94753,-88.27568,Greenwood Springs,Mississippi
38849,34.45623,-88.6975,Guntown,Mississippi
38850,34.04898,-89.05311,Houlka,Mississippi
38851,33.90861,-88.96917,Houston,Mississippi
38852,34.84197,-88.21464,Iuka,Mississippi
38855,34.32671,-88.48542,Mantachie,Mississippi
38856,34.46863,-88.44672,Marietta,Mississippi
38857,34.28026,-88.57751,Mooreville,Mississippi
38858,34.0997,-88.54373,Nettleton,Mississippi
38859,34.52646,-88.37561,New Site,Mississippi
38860,33.96936,-88.76376,Okolona,Mississippi
38862,34.16943,-88.62125,Plantersville,Mississippi
38863,34.2193,-89.01936,Pontotoc,Mississippi
38864,34.13397,-89.19912,Randolph,Mississippi
38865,34.78437,-88.59098,Rienzi,Mississippi
38866,34.36792,-88.68057,Saltillo,Mississippi
38868,34.11927,-88.75739,Shannon,Mississippi
38869,34.35744,-88.83516,Sherman,Mississippi
38870,34.06747,-88.33643,Smithville,Mississippi
38871,34.33476,-89.20329,Thaxton,Mississippi
38873,34.65802,-88.24942,Tishomingo,Mississippi
38876,34.21787,-88.23038,Tremont,Mississippi
38878,33.88924,-89.18919,Vardaman,Mississippi
38879,34.18708,-88.71688,Verona,Mississippi
38901,33.7616,-89.80424,Grenada,Mississippi
38913,34.13418,-89.37884,Banner,Mississippi
38914,33.86815,-89.45752,Big Creek,Mississippi
38915,34.02786,-89.38955,Bruce,Mississippi
38916,33.81439,-89.35214,Calhoun City,Mississippi
38917,33.55159,-89.96045,Carrollton,Mississippi
38920,33.87636,-90.06537,Cascilla,Mississippi
38921,33.98139,-90.14856,Charleston,Mississippi
38922,33.93119,-89.64492,Coffeeville,Mississippi
38923,33.38102,-89.98723,Coila,Mississippi
38924,33.29292,-90.22469,Cruger,Mississippi
38925,33.62764,-89.63211,Duck Hill,Mississippi
38927,34.13077,-90.025,Enid,Mississippi
38928,33.85729,-90.28804,Glendora,Mississippi
38929,33.74029,-89.53121,Gore Springs,Mississippi
38930,33.54543,-90.14512,Greenwood,Mississippi
38940,33.7551,-90.03332,Holcomb,Mississippi
38941,33.48085,-90.35694,Itta Bena,Mississippi
38943,33.53889,-89.84365,Mc Carley,Mississippi
38944,33.75883,-90.34395,Minter City,Mississippi
38945,33.60003,-90.17071,Greenwood,Mississippi
38946,33.36414,-90.37914,Morgan City,Mississippi
38947,33.53241,-89.90008,North Carrollton,Mississippi
38948,34.07252,-89.88862,Oakland,Mississippi
38949,34.19267,-89.42174,Paris,Mississippi
38950,33.74865,-90.21192,Philipp,Mississippi
38951,33.97296,-89.28955,Pittsboro,Mississippi
38952,33.62118,-90.34601,Schlater,Mississippi
38953,33.92643,-89.92772,Scobey,Mississippi
38954,33.4153,-90.21174,Sidon,Mississippi
38957,33.99175,-90.3504,Sumner,Mississippi
38958,33.30538,-90.42558,Swan Lake,Mississippi
38961,33.96246,-89.88493,Tillatoba,Mississippi
38962,33.87493,-90.1843,Tippo,Mississippi
38963,34.02206,-90.38976,Tutwiler,Mississippi
38964,34.091,-90.3896,Vance,Mississippi
38965,34.13565,-89.60007,Water Valley,Mississippi
38966,33.91688,-90.35836,Webb,Mississippi
38967,33.45924,-89.73376,Winona,Mississippi
39038,33.18468,-90.48436,Belzoni,Mississippi
39039,32.81969,-90.22507,Benton,Mississippi
39040,32.63748,-90.4199,Bentonia,Mississippi
39041,32.41392,-90.47334,Bolton,Mississippi
39042,32.21202,-89.88862,Brandon,Mississippi
39044,32.02921,-89.973,Braxton,Mississippi
39045,32.7899,-89.81777,Camden,Mississippi
39046,32.63195,-89.98542,Canton,Mississippi
39047,32.42629,-89.94677,Brandon,Mississippi
39051,32.78825,-89.50043,Carthage,Mississippi
39054,32.79857,-90.92939,Cary,Mississippi
39056,32.37098,-90.34932,Clinton,Mississippi
39057,32.4926,-89.28509,Conehatta,Mississippi
39059,31.98234,-90.35548,Crystal Springs,Mississippi
39061,33.08812,-90.81733,Delta City,Mississippi
39062,31.98509,-89.89836,D Lo,Mississippi
39063,33.11821,-89.89907,Durant,Mississippi
39066,32.30198,-90.60552,Edwards,Mississippi
39067,33.11031,-89.4467,Ethel,Mississippi
39069,31.68626,-91.04597,Fayette,Mississippi
39071,32.55328,-90.31777,Flora,Mississippi
39073,32.10175,-90.13333,Florence,Mississippi
39074,32.39096,-89.47839,Forest,Mississippi
39078,31.87707,-90.18895,Georgetown,Mississippi
39079,32.93484,-89.89868,Goodman,Mississippi
39082,31.94581,-90.12174,Harrisville,Mississippi
39083,31.83791,-90.47006,Hazlehurst,Mississippi
39086,31.95831,-90.76335,Hermanville,Mississippi
39088,32.74333,-90.73824,Holly Bluff,Mississippi
39090,33.00421,-89.55407,Kosciusko,Mississippi
